Id_1,0.882576,0.0136439,0.0229705,0.038185,0.0336335,0.0363859,0.0179663,0.0157522,0.0102311,0.027795,0.0292619,0.00588243,0.0267662,0.0315386,0.00599682,0.0253492,0.0143142,0.0244162,0.0178631,0.0225741,0.0178631,0.0225741,0.0531934,0.0283326,0.0404073,0.0226689,0.0444757,0.0431449,0.0148947,0.0133639,0.030225,0.0171842,0.0072988,0.0105715,0.015409,0.0323999,0.0356203,0.0899424,0.0241575,0.0261165
Id_2,0.01732,0.940707,0.0101811,0.0136838,0.0093883,0.00597057,0.0141595,0.0603287,0.0122454,0.0254703,0.0192476,0.00150295,0.0146877,0.0229346,0.0117161,0.0136671,0.00755132,0.0144914,0.00717895,0.041728,0.00717895,0.041728,0.0132095,0.00838603,0.0202578,0.00475657,0.0192502,0.00551358,0.0017084,0.00848135,0.00898007,0.00371624,0.00717228,0.0142044,0.00557126,0.0482135,0.0179234,0.011395,0.00737651,0.0057554
Id_3,0.0230587,0.00805099,0.914405,0.0546627,0.0467262,0.0531635,0.0355884,0.0306122,0.03301,0.0321851,0.57451,0.0298272,0.0447707,0.0211015,0.0296273,0.0465579,0.0323311,0.0582072,0.0277948,0.0410627,0.0277948,0.0410627,0.0372193,0.0382572,0.0366561,0.0202095,0.0531458,0.0574639,0.00935737,0.0123187,0.0480318,0.0240861,0.0155698,0.035677,0.0262365,0.0600101,0.03322,0.0323352,0.0481383,0.0337902
Id_4,0.0245677,0.00693535,0.0350346,0.875022,0.405771,0.54882,0.0416809,0.0362427,0.0641166,0.314972,0.0358839,0.0270302,0.0707327,0.0435471,0.023516,0.0533372,0.0204887,0.182522,0.0336515,0.0449888,0.0336515,0.0449888,0.0380552,0.0261512,0.305144,0.0208458,0.474517,0.0767035,0.0332561,0.0279102,0.0330473,0.0218092,0.0299729,0.0328047,0.0526372,0.0343201,0.183407,0.0207144,0.0791084,0.196104
Id_5,0.0266376,0.00585735,0.0368655,0.499498,0.881455,0.465176,0.0463624,0.0364188,0.103902,0.308132,0.0548913,0.0392567,0.0730406,0.0391999,0.0289464,0.0572391,0.0375782,0.203085,0.0287623,0.0483076,0.0287623,0.0483076,0.0730052,0.0235555,0.323093,0.0197408,0.37516,0.0651677,0.0577573,0.0698696,0.027617,0.0218689,0.0288424,0.0439803,0.0999745,0.0495036,0.233213,0.0378573,0.106706,0.207698
Id_6,0.0261847,0.00338471,0.0381122,0.613867,0.422677,0.886415,0.025158,0.0313782,0.0699494,0.353875,0.0354727,0.0178167,0.0323597,0.0219048,0.0186369,0.0468071,0.0166528,0.188039,0.0376067,0.0353356,0.0376067,0.0353356,0.0206885,0.0265007,0.296241,0.0227478,0.397966,0.054688,0.0361069,0.0421501,0.0331882,0.0230057,0.0310267,0.0323381,0.045126,0.0362248,0.261245,0.0216504,0.0642403,0.21427
Id_7,0.0187571,0.0116452,0.0370128,0.0676353,0.0611152,0.0364979,0.913168,0.0161331,0.0403896,0.0164647,0.0334934,0.127006,0.0763707,0.0663332,0.00755761,0.0544418,0.0592219,0.0491326,0.0148417,0.0162307,0.0148417,0.0162307,0.0338527,0.0171397,0.0708378,0.0119775,0.0932017,0.0255581,0.0164977,0.01297,0.0116651,0.0140913,0.00456367,0.023466,0.0554788,0.042933,0.0254461,0.0170478,0.0623007,0.0272892
Id_8,0.0148825,0.0449002,0.0288114,0.0532211,0.0434446,0.0411952,0.0145997,0.864104,0.0311789,0.0295878,0.0393209,0.0103751,0.0505747,0.0387164,0.0123243,0.0449801,0.0191529,0.0134832,0.0286004,0.387177,0.0286004,0.387177,0.0411724,0.0261708,0.0340631,0.0189504,0.0489322,0.0547388,0.0297897,0.0122273,0.0753274,0.0232262,0.00196919,0.0425142,0.0223192,0.0212907,0.0288311,0.0143274,0.0286077,0.0238886
Id_9,0.0101293,0.00955043,0.0325567,0.098664,0.129885,0.0962338,0.038302,0.0326728,0.918879,0.152032,0.0457975,0.0266525,0.0653121,0.0438176,0.0111666,0.0429995,0.0278597,0.107975,0.0260922,0.0265782,0.0260922,0.0265782,0.0370213,0.0167316,0.130378,0.0125933,0.105569,0.0445612,0.0280455,0.292614,0.021698,0.0147455,0.0177779,0.0457329,0.0393669,0.0582626,0.0519628,0.0204147,0.0540762,0.182664
Id_10,0.0226328,0.016338,0.0261074,0.398634,0.316801,0.400412,0.0128416,0.0255007,0.12504,0.907292,0.0326242,0.0074448,0.0322204,0.0158804,0.0150013,0.0247102,0.0166433,0.15164,0.0255055,0.0181407,0.0255055,0.0181407,0.0154495,0.0220262,0.233179,0.0180713,0.280125,0.0509523,0.0491754,0.0309622,0.0185834,0.0195187,0.0309152,0.0302924,0.0359145,0.0244613,0.169387,0.0184382,0.0500693,0.153235
Id_11,0.0283606,0.0146954,0.554686,0.0540559,0.0671728,0.0477741,0.0310933,0.0403369,0.0448329,0.0388312,0.901116,0.0312462,0.0515506,0.0320563,0.0219789,0.0825529,0.034819,0.0618336,0.0452596,0.06434,0.0452596,0.06434,0.0405673,0.0398247,0.0603781,0.0222965,0.0567551,0.0481148,0.00743716,0.0232885,0.0409159,0.0444571,0.00946336,0.0531817,0.0380504,0.0545617,0.0453972,0.0398328,0.0417293,0.0420606
Id_12,0.00708306,0.00142561,0.0357777,0.0505875,0.0596836,0.0298109,0.146481,0.0132228,0.0324148,0.0110089,0.0388193,0.933033,0.0858713,0.0871902,0.0213275,0.0306501,0.0539096,0.048097,0.0242661,0.027986,0.0242661,0.027986,0.0249172,0.025409,0.0548274,0.0125118,0.0459017,0.028392,0.013066,0.0135916,0.0144601,0.0284752,0.00421272,0.0196759,0.036629,0.0297891,0.0215943,0.00901389,0.0356952,0.0118948
Id_13,0.0248164,0.0107274,0.0413505,0.10193,0.0855052,0.0416909,0.0678222,0.0496308,0.0611627,0.0366868,0.0493141,0.0661204,0.82848,0.0733681,0.0264823,0.0738909,0.0389647,0.0730827,0.0306984,0.0559234,0.0306984,0.0559234,0.0565057,0.0166525,0.0907093,0.0192576,0.124799,0.049921,0.0215955,0.0326659,0.0379035,0.0323511,0.0248331,0.0498872,0.0682607,0.0499132,0.0343679,0.0233282,0.0731921,0.0357591
Id_14,0.0345163,0.0197726,0.0230054,0.0740747,0.054168,0.0333125,0.0695353,0.044848,0.0484364,0.0213438,0.0361978,0.0792474,0.0866037,0.90551,0.0178131,0.0432143,0.0656402,0.0509034,0.0198859,0.0800032,0.0198859,0.0800032,0.0364659,0.0100619,0.089183,0.00857775,0.0758249,0.0352108,0.033986,0.0462954,0.0234923,0.0157903,0.0269833,0.0320156,0.0480594,0.0245691,0.0325069,0.0129099,0.0535013,0.0267149
Id_15,0.00696965,0.0107267,0.0343018,0.0424798,0.0424777,0.0300987,0.00841331,0.0151607,0.0131084,0.0214114,0.0263561,0.0205857,0.0331966,0.0189168,0.92768,0.0384505,0.0321487,0.0577726,0.0161318,0.0182838,0.0161318,0.0182838,0.0485752,0.0238847,0.0205765,0.0306477,0.0532855,0.0604366,0.0,0.0218608,0.0716177,0.0276633,0.00247664,0.0166122,0.0333799,0.0186091,0.0538168,0.0149897,0.0231877,0.0499109
Id_16,0.0257769,0.010948,0.0471623,0.0842996,0.0734912,0.0661397,0.0530262,0.0484119,0.0441643,0.0308581,0.0866133,0.0258841,0.0810411,0.0401524,0.0336417,0.895748,0.031999,0.0511878,0.0270436,0.0430276,0.0270436,0.0430276,0.0530852,0.0309203,0.0657969,0.0209244,0.0915651,0.0462167,0.0182109,0.0227082,0.057691,0.0368144,0.0244202,0.0334725,0.0501133,0.0440378,0.0256146,0.0301009,0.0616477,0.0474579
Id_17,0.016164,0.0067173,0.0363695,0.0359605,0.0535789,0.0261309,0.0640555,0.0228919,0.031776,0.0230807,0.040568,0.0505573,0.0474571,0.0677282,0.031236,0.0355347,0.923425,0.0399788,0.0215272,0.0302973,0.0215272,0.0302973,0.0404404,0.0321511,0.0381868,0.025747,0.043058,0.0583659,0.049864,0.0267767,0.0193025,0.0160992,0.0155226,0.0156744,0.0205115,0.0405001,0.0333678,0.0134313,0.0345435,0.0100241
Id_18,0.0197522,0.009235,0.0469083,0.229499,0.20744,0.211383,0.0380715,0.0115451,0.0882271,0.150653,0.0516117,0.032314,0.0637676,0.0376273,0.0402133,0.0407228,0.0286408,0.881799,0.0205131,0.035457,0.0205131,0.035457,0.0244936,0.0337976,0.156036,0.0231117,0.150708,0.0418695,0.0294145,0.0626598,0.0216224,0.0494405,0.0113979,0.0432101,0.0637963,0.0373657,0.0648242,0.0230516,0.0807641,0.400336
Id_19,0.0169588,0.00536895,0.0262867,0.049656,0.0344777,0.0496121,0.0134962,0.0287392,0.0250201,0.0297371,0.0443338,0.0191325,0.0314342,0.0172505,0.0131774,0.0252486,0.0180985,0.0240731,0.893964,0.0388506,0.893964,0.0388506,0.0220234,0.0520798,0.0195575,0.0502026,0.0395714,0.0227648,0.0174432,0.0244617,0.0542512,0.0275721,0.00340645,0.0280979,0.0254945,0.0440834,0.0311282,0.00889293,0.0235382,0.0232253
Id_20,0.0187529,0.0273071,0.0339814,0.0580887,0.0506698,0.0407901,0.0129148,0.340434,0.022301,0.0185071,0.0551475,0.0193079,0.0501071,0.0607273,0.0130687,0.0351512,0.0222885,0.0364101,0.0339953,0.895132,0.0339953,0.895132,0.0448292,0.0272736,0.0420013,0.0291841,0.043363,0.0511033,0.0119349,0.00950516,0.0640688,0.0364721,0.000956857,0.0373951,0.0305735,0.0224653,0.0419309,0.0238302,0.0281931,0.0278957
Id_21,0.0169588,0.00536895,0.0262867,0.049656,0.0344777,0.0496121,0.0134962,0.0287392,0.0250201,0.0297371,0.0443338,0.0191325,0.0314342,0.0172505,0.0131774,0.0252486,0.0180985,0.0240731,0.893964,0.0388506,0.893964,0.0388506,0.0220234,0.0520798,0.0195575,0.0502026,0.0395714,0.0227648,0.0174432,0.0244617,0.0542512,0.0275721,0.00340645,0.0280979,0.0254945,0.0440834,0.0311282,0.00889293,0.0235382,0.0232253
Id_22,0.0187529,0.0273071,0.0339814,0.0580887,0.0506698,0.0407901,0.0129148,0.340434,0.022301,0.0185071,0.0551475,0.0193079,0.0501071,0.0607273,0.0130687,0.0351512,0.0222885,0.0364101,0.0339953,0.895132,0.0339953,0.895132,0.0448292,0.0272736,0.0420013,0.0291841,0.043363,0.0511033,0.0119349,0.00950516,0.0640688,0.0364721,0.000956857,0.0373951,0.0305735,0.0224653,0.0419309,0.0238302,0.0281931,0.0278957
Id_23,0.0538537,0.010535,0.0375372,0.0598827,0.0933229,0.0291052,0.032828,0.0441194,0.0378574,0.0192088,0.042376,0.0209504,0.0617018,0.0337337,0.0423139,0.0528525,0.036257,0.030653,0.0234857,0.0546337,0.0234857,0.0546337,0.870749,0.0180576,0.0704064,0.0253656,0.107479,0.0659263,0.0222239,0.0303157,0.0518598,0.0386547,0.0159323,0.048593,0.0427568,0.0562349,0.03927,0.0413183,0.0713119,0.0219218
Id_24,0.0331626,0.00773231,0.0446078,0.0475756,0.0348121,0.0431026,0.0192158,0.0324224,0.0197806,0.0316614,0.0480951,0.0246994,0.0210228,0.0107612,0.0240543,0.035591,0.0333255,0.0489002,0.0642087,0.0384279,0.0642087,0.0384279,0.0208768,0.926887,0.0320639,0.0793498,0.0297032,0.0484936,0.014886,0.0125353,0.0430564,0.0336756,0.0188524,0.0336604,0.0197346,0.0555707,0.0280544,0.0268689,0.0337928,0.0452176
Id_25,0.0332832,0.0131447,0.0300779,0.39066,0.336024,0.339075,0.0558886,0.0296972,0.108471,0.235875,0.0513134,0.0375058,0.0805871,0.0671222,0.014583,0.0532973,0.0278546,0.158874,0.0169684,0.0416457,0.0169684,0.0416457,0.0572822,0.0225642,0.87973,0.0166895,0.372232,0.0661573,0.025129,0.022699,0.0232668,0.0287287,0.036856,0.0421789,0.0479562,0.0791435,0.139766,0.0234081,0.0645161,0.143951
Id_26,0.0264073,0.00436494,0.0234522,0.0377435,0.0290359,0.0368229,0.0133645,0.0233657,0.0148175,0.025853,0.0267988,0.0121046,0.024196,0.00913032,0.0307187,0.0239707,0.0265607,0.0332804,0.0616002,0.0409244,0.0616002,0.0409244,0.0291864,0.0789728,0.0236032,0.926065,0.0377356,0.0514107,0.00330301,0.00836875,0.0561855,0.0318616,0.0122198,0.0303626,0.0141319,0.0613843,0.0505405,0.0169373,0.0215899,0.0394928
Id_27,0.032339,0.0110263,0.0384954,0.536272,0.344427,0.402101,0.0649114,0.0376587,0.0775324,0.25014,0.042579,0.0277184,0.0978733,0.0503773,0.0333368,0.0654739,0.0277254,0.135457,0.0303074,0.0379547,0.0303074,0.0379547,0.0771916,0.018452,0.328588,0.0235539,0.886257,0.0873475,0.027652,0.0270107,0.0340079,0.026204,0.0361499,0.0373626,0.0571298,0.0590808,0.199642,0.0162747,0.0761938,0.136511
Id_28,0.0396184,0.00398834,0.0525652,0.109474,0.0755574,0.0697823,0.0224796,0.0532022,0.0413301,0.0574591,0.0455862,0.0216521,0.0494424,0.0295435,0.0477505,0.0417351,0.047462,0.0475258,0.0220189,0.0564884,0.0220189,0.0564884,0.0597956,0.0380444,0.0737531,0.0405254,0.11031,0.862997,0.0203235,0.0336076,0.0562979,0.0375403,0.00396258,0.0486737,0.0140198,0.0428171,0.0414817,0.0403146,0.0304684,0.0478843
Id_29,0.0170929,0.00154442,0.0106973,0.0593179,0.0836889,0.0575784,0.0181343,0.036184,0.0325079,0.0693042,0.00880599,0.0124526,0.0267298,0.0356372,0.0,0.0205518,0.0506746,0.0417262,0.021085,0.0164871,0.021085,0.0164871,0.0251911,0.0145948,0.0350101,0.00325387,0.0436422,0.0253989,0.927348,0.0431501,0.0146415,0.00910085,0.0149822,0.0135447,0.00445793,0.0118695,0.0817608,0.0272593,0.0286863,0.0575499
Id_30,0.0124253,0.00621198,0.0114097,0.0403336,0.0820236,0.0544575,0.0115507,0.0120329,0.274796,0.0353535,0.0223409,0.010495,0.032758,0.0393306,0.0174884,0.020763,0.0220471,0.0720155,0.0239566,0.0106384,0.0239566,0.0106384,0.0278409,0.00995743,0.0256221,0.00667945,0.0345387,0.0340286,0.03496,0.90214,0.0127908,0.0230104,0.0054437,0.0306662,0.0339468,0.0162444,0.0395668,0.0154207,0.0280567,0.106475
Id_31,0.0298917,0.00699608,0.0473204,0.0507984,0.0344855,0.0456092,0.01105,0.0788503,0.0216743,0.0225702,0.0417506,0.0118766,0.0404308,0.021229,0.0609417,0.0561082,0.016905,0.0264333,0.056514,0.0762734,0.056514,0.0762734,0.0506591,0.0363798,0.0279354,0.0476996,0.0462551,0.0606329,0.0126179,0.0136053,0.895335,0.0344965,0.00164528,0.0400901,0.0436915,0.0655561,0.0593813,0.0337659,0.0350278,0.0487191
Id_32,0.0198239,0.00337717,0.0276797,0.0391047,0.0318539,0.036879,0.0155705,0.0283598,0.0171814,0.0276527,0.0529159,0.0272811,0.0402528,0.0166444,0.0274583,0.0417648,0.0164468,0.0705026,0.0335037,0.050648,0.0335037,0.050648,0.0440457,0.0331904,0.0402356,0.0315524,0.041574,0.0471616,0.00914864,0.0285502,0.0402393,0.91624,0.00930778,0.081589,0.0606014,0.0496571,0.0539092,0.0544731,0.0649377,0.074041
Id_33,0.00824162,0.00637983,0.0175138,0.0526041,0.0411215,0.0486835,0.00493592,0.0023535,0.020276,0.0428706,0.0110254,0.00395057,0.0302441,0.0278403,0.00240621,0.0271171,0.0155218,0.0159092,0.0040516,0.00130062,0.0040516,0.00130062,0.0177697,0.0181872,0.0505247,0.0118449,0.0561389,0.00487272,0.0147418,0.00661121,0.00187852,0.00911062,0.910963,0.00137615,0.0213521,0.00222252,0.046616,0.00477286,0.0180106,0.0197743
Id_34,0.0116939,0.0123776,0.0393138,0.056401,0.0614266,0.0497074,0.024863,0.0497763,0.0510966,0.0411512,0.0606975,0.0180756,0.0595196,0.0323595,0.015811,0.036412,0.0153544,0.059084,0.0327385,0.0497943,0.0327385,0.0497943,0.0530931,0.0318112,0.0566438,0.0288315,0.0568402,0.0586338,0.0130559,0.0364845,0.0448409,0.0782338,0.00134811,0.897955,0.0378255,0.0895689,0.0395717,0.0604494,0.0603227,0.04102
Id_35,0.0150539,0.00428765,0.0255338,0.0799276,0.123322,0.0612614,0.0519153,0.0230792,0.0388461,0.0430896,0.0383548,0.0297191,0.0719273,0.0429014,0.0280589,0.0481462,0.0177456,0.077043,0.0262352,0.0359552,0.0262352,0.0359552,0.0412593,0.0164718,0.0568794,0.0118518,0.0767598,0.0149158,0.00379511,0.0356697,0.0431606,0.0513214,0.0184737,0.033407,0.921964,0.0342571,0.0572577,0.0263332,0.402847,0.0686466
Id_36,0.0317836,0.037258,0.0586434,0.0523284,0.0613158,0.0493799,0.0403407,0.0221062,0.0577285,0.0294691,0.0552248,0.024269,0.0528109,0.0220226,0.0157071,0.0424833,0.0351831,0.0453101,0.0455509,0.0265286,0.0455509,0.0265286,0.0544888,0.046574,0.094256,0.051692,0.0797079,0.0457413,0.0101463,0.0171391,0.0650262,0.0422262,0.00193083,0.0794318,0.0343981,0.896128,0.0506425,0.0454034,0.0473642,0.0561311
Id_37,0.0282287,0.0111894,0.0262258,0.225912,0.233358,0.287692,0.0193156,0.0241836,0.0415937,0.164854,0.0371201,0.0142125,0.0293762,0.023539,0.0366963,0.0199625,0.0234175,0.063503,0.0259843,0.0400009,0.0259843,0.0400009,0.0307395,0.0189947,0.134471,0.0343827,0.217591,0.0358,0.0564618,0.0337249,0.0475839,0.0370338,0.0327166,0.0283502,0.0464465,0.0409119,0.899557,0.0313751,0.0435787,0.0938841
Id_38,0.108297,0.0108082,0.0387847,0.038766,0.0575541,0.0362244,0.0196612,0.0182593,0.0248276,0.0272645,0.0494855,0.0090136,0.0302956,0.0142034,0.0155293,0.0356421,0.0143214,0.0343095,0.0112787,0.0345399,0.0112787,0.0345399,0.0491399,0.02764,0.0342178,0.0175065,0.0269501,0.0528621,0.028601,0.0199701,0.0411098,0.0568556,0.00508942,0.0657991,0.0324549,0.0557287,0.0476696,0.927658,0.0427693,0.0400786
Id_39,0.0220157,0.0052957,0.0437027,0.112056,0.122786,0.0813532,0.0543836,0.0275951,0.0497771,0.0560378,0.0392382,0.0270164,0.0719439,0.0445517,0.0181823,0.0552501,0.0278783,0.0909836,0.0225953,0.0309291,0.0225953,0.0309291,0.0641928,0.0263114,0.0713813,0.0168904,0.0954988,0.0302388,0.0227809,0.0275008,0.0322783,0.0513002,0.0145362,0.0496982,0.375792,0.044002,0.0501143,0.0323716,0.864922,0.0794245
Id_40,0.0214805,0.00372902,0.0276856,0.250695,0.215693,0.244892,0.0214987,0.0207963,0.151748,0.15478,0.0356936,0.00812497,0.0317223,0.0200771,0.0353211,0.0383859,0.00730115,0.407021,0.0201212,0.027619,0.0201212,0.027619,0.0178093,0.0317741,0.14374,0.0278838,0.154416,0.0428898,0.0412466,0.0941896,0.0405176,0.0527888,0.0144035,0.0305002,0.0577927,0.0470623,0.0974376,0.0273774,0.0716805,0.907144
